Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
"Population, total",SP.POP.TOTL,Tonga,TON,95069,97973,103986,103562,102737,101768,101028,100781,101133,101998,103197,..
"Population, total",SP.POP.TOTL,Trinidad and Tobago,TTO,1221116,1267153,1328147,1336178,1344817,1353700,1362342,1370328,1377564,1384072,1389858,..
"Population, total",SP.POP.TOTL,Tunisia,TUN,8242496,9708350,10635244,10741880,10847002,10952951,11063201,11179949,11303946,11433443,11565204,..
"Population, total",SP.POP.TOTL,Turkey,TUR,53921760,63240194,72326988,73443863,74653016,75928564,77231907,78529409,79821724,81101892,82319724,..
"Population, total",SP.POP.TOTL,Turkmenistan,TKM,3683967,4516133,5087213,5174085,5267900,5366375,5466328,5565287,5662372,5757669,5850908,..
"Population, total",SP.POP.TOTL,Turks and Caicos Islands,TCA,12111,20164,32660,33377,34066,34731,35369,35981,36559,37115,37665,..
"Population, total",SP.POP.TOTL,Tuvalu,TUV,8913,9394,10530,10633,10739,10857,10972,11099,11225,11370,11508,..
"Population, total",SP.POP.TOTL,Uganda,UGA,17354392,23650172,32428167,33476919,34559168,35695246,36912148,38225453,39647506,41162465,42723139,..
"Population, total",SP.POP.TOTL,Ukraine,UKR,51892000,49175848,45870700,45706100,45593300,45489600,45271947,45154029,45004645,44831135,44622516,..
"Population, total",SP.POP.TOTL,United Arab Emirates,ARE,1828432,3134062,8549988,8946777,9141596,9197910,9214175,9262900,9360980,9487203,9630959,..
"Population, total",SP.POP.TOTL,United Kingdom,GBR,57247586,58892514,62766365,63258918,63700300,64128226,64613160,65128861,65595565,66058859,66488991,..
"Population, total",SP.POP.TOTL,United States,USA,249623000,282162411,309326085,311580009,313874218,316057727,318386421,320742673,323071342,325147121,327167434,..
"Population, total",SP.POP.TOTL,Uruguay,URY,3109601,3319736,3359275,3368934,3378974,3389439,3400434,3412009,3424132,3436646,3449299,..
"Population, total",SP.POP.TOTL,Uzbekistan,UZB,20510000,24650400,28562400,29339400,29774500,30243200,30757700,31298900,31847900,32388600,32955400,..
"Population, total",SP.POP.TOTL,Vanuatu,VUT,146573,184972,236211,242653,249499,256635,263888,271130,278330,285510,292680,..
"Population, total",SP.POP.TOTL,"Venezuela, RB",VEN,19632665,24192446,28439940,28888369,29362449,29783571,30045134,30081829,29846179,29390409,28870195,..
"Population, total",SP.POP.TOTL,Vietnam,VNM,67988862,79910412,87967651,88871561,89802487,90753472,91714595,92677076,93638724,94596642,95540395,..
"Population, total",SP.POP.TOTL,Virgin Islands (U.S.),VIR,103963,108642,108358,108292,108191,108044,107884,107710,107510,107268,106977,..
"Population, total",SP.POP.TOTL,West Bank and Gaza,PSE,1978248,2922153,3786161,3882986,3979998,4076708,4173398,4270092,4367088,4454805,4569087,..
"Population, total",SP.POP.TOTL,"Yemen, Rep.",YEM,11709993,17409072,23154855,23807588,24473178,25147109,25823485,26497889,27168210,27834821,28498687,..
"Population, total",SP.POP.TOTL,Zambia,ZMB,8036845,10415944,13605984,14023193,14465121,14926504,15399753,15879361,16363507,16853688,17351822,..
"Population, total",SP.POP.TOTL,Zimbabwe,ZWE,10432421,11881477,12697723,12894316,13115131,13350356,13586681,13814629,14030390,14236745,14439018,..
"Population, total",SP.POP.TOTL,Arab World,ARB,222653373,282344154,354890042,363158703,371443547,379705719,387907748,396028278,404024433,411898965,419790588,..
"Population, total",SP.POP.TOTL,Caribbean small states,CSS,6009251,6513485,6973206,7022387,7072665,7123332,7173435,7222212,7269386,7314990,7358965,..
"Population, total",SP.POP.TOTL,Central Europe and the Baltics,CEB,110743128,108447824,104421447,104174038,103935318,103713726,103496179,103257751,102994343,102738854,102511922,..
"Population, total",SP.POP.TOTL,Early-demographic dividend,EAR,2029207305,2472913805,2908287643,2951856336,2994852889,3037662926,3080325473,3122841922,3165142287,3207188541,3249140605,..
"Population, total",SP.POP.TOTL,East Asia & Pacific,EAS,1822193192,2047640119,2206884624,2221673110,2236819053,2252046977,2267482299,2282855831,2298514046,2314202003,2328220870,..
"Population, total",SP.POP.TOTL,East Asia & Pacific (excluding high income),EAP,1605197175,1816466142,1965964309,1980045666,1994401378,2008932012,2023609315,2038202511,2053116851,2068155660,2081651801,..
"Population, total",SP.POP.TOTL,East Asia & Pacific (IDA & IBRD countries),TEA,1584871832,1793498351,1941377349,1955334267,1969562739,1983964453,1998513398,2012980531,2027771091,2042687863,2056064424,..
"Population, total",SP.POP.TOTL,Euro area,EMU,311262588,321310791,336151479,335419643,336159194,337302113,338466255,339533474,340616924,341164362,341783171,..
"Population, total",SP.POP.TOTL,Europe & Central Asia,ECS,842570541,861993393,888627318,890862941,894486795,898766094,903129978,907498192,911812364,915420161,918793590,..
"Population, total",SP.POP.TOTL,Europe & Central Asia (excluding high income),ECA,385427601,392301484,398783138,401012737,403265869,405778196,408278056,410844329,413361214,415710935,417797257,..
"Population, total",SP.POP.TOTL,Europe & Central Asia (IDA & IBRD countries),TEC,428315751,435028415,441121359,443356614,445596591,448074081,450528180,453034345,455505650,457810292,459865205,..
"Population, total",SP.POP.TOTL,European Union,EUU,477725565,488221138,504298777,504005894,505096232,506597697,508193856,509717579,511218529,512191098,513213363,..
"Population, total",SP.POP.TOTL,Fragile and conflict affected situations,FCS,258210292,336293932,430002303,440218679,450626774,461192790,471835322,482530732,493290951,504119229,515215936,..
"Population, total",SP.POP.TOTL,Heavily indebted poor countries (HIPC),HPC,354047260,471680794,624219326,641921311,660193774,679012664,698336451,718128416,738387254,759106221,780234406,..
"Population, total",SP.POP.TOTL,High income,HIC,1004169206,1077839576,1157826206,1163335501,1170223344,1177175241,1184323353,1191326855,1198350350,1204429565,1210312147,..
"Population, total",SP.POP.TOTL,IBRD only,IBD,3468162855,3981934121,4421851199,4465853343,4510296617,4555067814,4599654984,4643767826,4687686335,4731120193,4772284113,..
"Population, total",SP.POP.TOTL,IDA & IBRD total,IBT,4307407025,5066140135,5793479782,5869059895,5945148626,6022137210,6099662180,6177552865,6256138021,6335039629,6412522234,..
"Population, total",SP.POP.TOTL,IDA blend,IDB,284376771,366210370,462331503,473598444,484720757,496066901,507644354,519429790,531399044,543525897,555830605,..
"Population, total",SP.POP.TOTL,IDA only,IDX,554867399,717995644,909297080,929608108,950131252,971002495,992362842,1014355249,1037052642,1060393539,1084407516,..
"Population, total",SP.POP.TOTL,IDA total,IDA,839244170,1084206014,1371628583,1403206552,1434852009,1467069396,1500007196,1533785039,1568451686,1603919436,1640238121,..
"Population, total",SP.POP.TOTL,Late-demographic dividend,LTE,1849526605,2045841423,2181529363,2194530619,2207632770,2220999087,2234568586,2248128427,2262158994,2276319334,2288665963,..
"Population, total",SP.POP.TOTL,Latin America & Caribbean,LCN,442040696,520964431,590303295,596966199,603586217,610151927,616619613,622986033,629240066,635372515,641357515,..
"Population, total",SP.POP.TOTL,Latin America & Caribbean (excluding high income),LAC,417409519,493029013,559867514,566309408,572713225,579053861,585296422,591416820,597399287,603254104,609013934,..
"Population, total",SP.POP.TOTL,Latin America & the Caribbean (IDA & IBRD countries),TLA,426991606,504982243,574171371,580856609,587491182,594063071,600555906,606956985,613258172,619460244,625569713,..
"Population, total",SP.POP.TOTL,Least developed countries: UN classification,LDC,506275612,657215864,836614860,856472234,876869863,897797478,919226401,941131317,963511276,986365080,1009662578,..
"Population, total",SP.POP.TOTL,Low & middle income,LMY,4277170872,5037268787,5765121055,5840675761,5916770281,5993786433,6071330528,6149221337,6227752871,6306560891,6383958209,..
"Population, total",SP.POP.TOTL,Low income,LIC,332330635,438799433,577274011,592092182,606913332,621915808,637350644,653405207,670117389,687449530,705417321,..
"Population, total",SP.POP.TOTL,Lower middle income,LMC,1875358869,2281159205,2688436551,2730385840,2772231195,2814221065,2856124025,2898058449,2939830821,2981420591,3022905169,..
"Population, total",SP.POP.TOTL,Middle East & North Africa,MEA,254215138,315326801,385917886,393944527,401974219,409977874,417932242,425821770,433597626,441255234,448912859,..
"Population, total",SP.POP.TOTL,Middle East & North Africa (excluding high income),MNA,226259037,279279634,332777824,338814807,345004009,351299193,357637340,363975550,370276461,376546755,382896715,..
"Population, total",SP.POP.TOTL,Middle East & North Africa (IDA & IBRD countries),TMN,224280789,276357481,328991663,334931821,341024011,347222485,353463942,359705458,365909373,372091950,378327628,..
"Population, total",SP.POP.TOTL,Middle income,MIC,3944840237,4598469354,5187847044,5248583579,5309856949,5371870625,5433979884,5495816130,5557635482,5619111361,5678540888,..
"Population, total",SP.POP.TOTL,North America,NAC,277373464,312909974,343396098,345983901,348653238,351205682,353888995,356510820,359245384,361751263,364290258,..
"Population, total",SP.POP.TOTL,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
"Population, total",SP.POP.TOTL,OECD members,OED,1071033942,1157244082,1242309585,1248424526,1256042703,1263987635,1272282569,1280466626,1288747101,1296225760,1303529456,..
"Population, total",SP.POP.TOTL,Other small states,OSS,17430779,20917092,26050942,26647962,27227319,27794595,28364410,28948869,29542879,30148800,30758989,..
"Population, total",SP.POP.TOTL,Pacific island small states,PSS,1694332,1962452,2214519,2241798,2268708,2296101,2325136,2355672,2388307,2422086,2457367,..
"Population, total",SP.POP.TOTL,Post-demographic dividend,PST,964233474,1020504252,1074869481,1077838624,1082370705,1087128029,1092096206,1097025299,1101992071,1106035186,1109997273,..
"Population, total",SP.POP.TOTL,Pre-demographic dividend,PRE,415057375,550660001,731868772,753326798,775573001,798495530,821931240,845759344,869943914,894512725,919485393,..
"Population, total",SP.POP.TOTL,Small states,SST,25134362,29393029,35238667,35912147,36568692,37214028,37862981,38526753,39200572,39885876,40575321,..
"Population, total",SP.POP.TOTL,South Asia,SAS,1133495196,1390946064,1638792934,1661534412,1683747130,1705772050,1727640967,1749417068,1771167194,1792835608,1814388744,..
"Population, total",SP.POP.TOTL,South Asia (IDA & IBRD),TSA,1133495196,1390946064,1638792934,1661534412,1683747130,1705772050,1727640967,1749417068,1771167194,1792835608,1814388744,..
"Population, total",SP.POP.TOTL,Sub-Saharan Africa,SSF,509451851,665327581,869025106,893046172,917726973,943041070,968959787,995458478,1022526541,1050153672,1078306520,..
"Population, total",SP.POP.TOTL,Sub-Saharan Africa (excluding high income),SSA,509382344,665246450,868935336,892958731,917638670,942951121,968868428,995365059,1022431864,1050057829,1078209758,..
"Population, total",SP.POP.TOTL,Sub-Saharan Africa (IDA & IBRD countries),TSS,509451851,665327581,869025106,893046172,917726973,943041070,968959787,995458478,1022526541,1050153672,1078306520,..
"Population, total",SP.POP.TOTL,Upper middle income,UMC,2069481368,2317310149,2499410493,2518197739,2537625754,2557649560,2577855859,2597757681,2617804661,2637690770,2655635719,..
"Population, total",SP.POP.TOTL,World,WLD,5281340078,6115108363,6922947261,7004011262,7086993625,7170961674,7255653881,7340548192,7426103221,7510990456,7594270356,..
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,
Last Updated: 03/18/2020,,,,,,,,,,,,,,,
